 Nom modèle,Surface de plancher (SHON),Surface terrain,Date signature décision finale,Nature avis décision,Nombre de logements créés,1 pièce logements individuels,2 pièces logements individuels,3 pièces logements individuels,4 pièces logements individuels,5 pièces logements individuels,1 pièce logements collectifs,2 pièces logements collectifs,4 pièces logements collectifs,3 pièces logements collectifs,5 pièces logements collectifs,Quartier,Secteur
Permis de Construire,"80,96",1627,16/11/2010,Favorable,1,,,1,,,,,,,,PM -Port Marianne,4
Permis de Construire,140,376,07/10/2010,Favorable,,,,,,,,,,,,MC -Les Aubes,4
Permis de Construire,457,11117,03/06/2010,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,"287,36",599,16/05/2012,Favorable,1,,,,,,,,,,,MC -Boutonnet,10
Permis de Construire,"29,74",384,27/05/2008,Favorable,,,,,,,,,,,,CE -La Martelle,8
Permis de Construire,,64,02/07/2008,Favorable,,,,,,,,,,,,MC -Gambetta,7
Permis de Construire,"742,78",1502,21/08/2009,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,"153,5",692,29/09/2009,Favorable,1,,,,,1,,,,,,MC -Les Arceaux,10
Permis de Construire,4350,1917,19/12/2007,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,36,1496,31/07/2007,Favorable,,,,,,,,,,,,MC -Les Aubes,4
Permis de Construire,6495,11113,15/10/2007,Favorable,114,,,,,,6,75,,33,,MC -Les Aubes,4
Permis de Construire,8,2965,16/08/2007,Favorable,,,,,,,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,,418,11/07/2007,Favorable,,,,,,,,,,,,MC -Les Aubes,4
Permis de Construire,"63,33",692,23/11/2007,Favorable,,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,148,14498,09/11/2007,Favorable,,,,,,,,,,,,PM -Pompignane,4
Permis de Construire,192,1072,02/12/2009,Favorable,1,,,,,1,,,,,,CE -Les Cévennes,7
Permis de Construire,,473,30/05/2011,Favorable,,,,,,,,,,,,CE -La Chamberte,8
Permis de Construire,215,1224,03/07/2008,Favorable,,,,,,,,,,,,Montpellier Centre,3
Permis de Construire,,199,30/03/2009,Favorable,,,,,,,,,,,,MC -Gares,4
Permis de Construire,"24,8",267,28/07/2008,Favorable,,,,,,,,,,,,CE -Les Cévennes,7
Permis de Construire,2308,1261,01/08/2008,Favorable,38,,,,,,,22,,16,,MC -Gares,4
Permis de Construire,71,1653,08/12/2008,Favorable,,,,,,,,,,,,PA -Prés Arènes,5
Permis de Construire,5465,6755,07/08/2009,Favorable,91,,,,,,,39,7,45,,,
Permis de Construire,1350,17401,25/10/2010,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,48,1318,22/12/2010,Favorable,0,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,51,266,15/09/2008,Favorable,,,,,,,,,,,,MC -Boutonnet,10
Permis de Construire,"33,16",229,02/07/2008,Favorable,,,,,,,,,,,,PA -Aiguerelles,4
Permis de Construire,336,1472,30/09/2008,Favorable,,,,,,,,,,,,CE -Alco,7
Permis de Construire,148,298,09/06/2008,Favorable,1,,,,,1,,,,,,CE -La Martelle,10
Permis de Construire,70,131,01/09/2008,Favorable,,,,,,,1,,,,,MC -Gambetta,1
Permis de Construire,25,215,05/06/2008,Favorable,,,,,,,,,,,,CE -Alco,10
Permis de Construire,168,7164,17/10/2007,Favorable,,,,,,,,,,,,PA -Aiguerelles,5
Permis de Construire,7499,14044,23/05/2008,Favorable,127,,,,,,12,64,3,48,,HF -Hopitaux Facultés,10
Permis de Construire,936,21528,02/06/2008,Favorable,14,,7,4,3,,,,,,,MO -Hauts de Massane,9
Permis de Construire,6528,7203,10/07/2008,Favorable,108,,,,,,9,48,10,41,,PM -Pompignane,4
Permis de Construire,7047,20861,30/06/2008,Favorable,76,,,,,,,29,11,35,1,PM -Port Marianne,4
Permis de Construire,88,182220,23/06/2008,Favorable,,,,,,,,,,,,PM -Grammont,4
Permis de Construire,2932,6000,31/01/2008,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,"179,35",233,26/02/2008,Favorable,1,,,,,1,,,,,,MC -Les Arceaux,7
Permis de Construire,3,626,21/07/2009,Favorable,,,,,,,,,,,,MC -Centre Historique,1
Permis de Construire,117,6181,11/08/2010,Favorable,,,,,,,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,33,433,26/09/2008,Favorable,,,,,,,,,,,,PA -Saint Martin,5
Permis de Construire,0,816,16/09/2008,Favorable,,,,,,,,,,,,CE -La Martelle,8
Permis de Construire,1524,18318,29/01/2010,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,"24,49",174,22/02/2010,Favorable,,,,,,,,,,,,MC -Centre Historique,1
Permis de Construire,133,323,30/04/2008,Favorable,,,,,,,,,,,,MO -Celleneuve,10
Permis de Construire,534,5688,30/04/2008,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,2601,6436,14/01/2008,Favorable,87,,,,,,87,,,,,HF -Hopitaux Facultés,10
Permis de Construire,"145,35",389,21/08/2007,Favorable,,,,,1,,,,,,,CE -La Chamberte,8
Permis de Construire,16,286,10/04/2008,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,"35,81",59035,16/05/2008,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,6432,4483,26/04/2010,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,932,16000,22/10/2009,Favorable,12,,,,,,,2,2,8,,MO -Hauts de Massane,9
Permis de Construire,"10,8",281,11/03/2011,Favorable,,,,,,,,,,,,PA -Aiguerelles,5
Permis de Construire,143,2236,25/01/2011,Favorable,1,,,,1,,,,,,,CA -Croix d'Argent,6
Permis de Construire,106,0,14/04/2011,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,"136,8",2500,24/08/2007,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,"170,57",655,13/03/2008,Favorable,4,,,,,,4,,,,,CA -Lemasson,6
Permis de Construire,0,116670,19/09/2007,Favorable,,,,,,,,,,,,CA -Estanove,8
Permis de Construire,"16,15",976,27/09/2007,Favorable,,,,,,,,,,,,MC -Les Aubes,4
Permis de Construire,"358,1",6457,07/12/2007,Favorable,,,,,,,,,,,,MC -Antigone,3
Permis de Construire,157,158,30/12/2011,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,"5911,7",44122,03/02/2009,Favorable,80,,,,,,,19,17,44,,PM -Port Marianne,4
Permis de Construire,20,357,09/03/2010,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,"3430,83",8376,09/02/2011,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,"191,05",2382,23/04/2010,Favorable,1,,,,1,,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,609,2458,27/01/2009,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,,167,04/12/2008,Favorable,2,,,,,,,,,2,,MC -Figuerolles,7
Permis de Construire,"2885,8",13175,14/10/2009,Favorable,33,,,,,,,7,7,19,,MO -Hauts de Massane,9
Permis de Construire,"313,31",5822,23/02/2012,Favorable,,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,"1045,97",2318,06/12/2011,Favorable,33,,,,,,31,2,,,,MO -Celleneuve,9
Permis de Construire,6462,2302,22/11/2011,Favorable,73,,,,,,,7,25,32,9,CE -Alco,7
Permis de Construire,164,576,29/06/2000,Favorable,1,,,,,,,,,,,CE -La Martelle,10
Permis de Construire,90,233,19/05/2000,Favorable,1,,,,1,,,,,,,CA -Croix d'Argent,6
Permis de Construire,0,7072,07/08/2000,Favorable,,,,,,,,,,,,PA -Prés Arènes,5
Permis de Construire,1080,748,16/06/2000,Favorable,13,,,,,,0,1,0,12,0,MC -Les Beaux Arts,3
Permis de Construire,149,499,13/06/2000,Favorable,1,,,,,1,,,,,,MO -Celleneuve,9
Permis de Construire,106,285,25/05/2000,Favorable,1,,,,1,,,,,,,CA -Croix d'Argent,6
Permis de Construire,0,500,20/06/2000,Favorable,,,,,,,,,,,,CA -Estanove,8
Permis de Construire,119,832,15/06/2000,Favorable,1,,,1,,,,,,,,PM -Port Marianne,4
Permis de Construire,194,954,04/07/2000,Favorable,1,,,,,,,,,,,CE -La Martelle,10
Permis de Construire,160,875,29/06/2000,Favorable,1,,,,1,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,126,665,29/06/2000,Favorable,1,,,,1,,,,,,,CA -Croix d'Argent,6
Permis de Construire,69,132,14/09/2000,Favorable,2,,,,,,0,0,0,2,0,PA -Aiguerelles,4
Permis de Construire,25,250,20/12/2000,Favorable,,,,,,,,,,,,CE -Alco,10
Permis de Construire,0,156,17/10/2000,Favorable,,,,,,,,,,,,MC -Centre Historique,1
Permis de Construire,5528,4484,25/09/2000,Favorable,80,,,,,,0,46,12,22,0,MO -Celleneuve,10
Permis de Construire,114,334,19/09/2000,Favorable,1,,,,,1,,,,,,CA -Croix d'Argent,6
Permis de Construire,1191,6685,29/09/2000,Favorable,16,,,,,,0,4,3,9,0,MO -Celleneuve,10
Permis de Construire,3046,4206,20/11/2000,Favorable,37,,,,,,0,11,7,18,1,PM -Millénaire,4
Permis de Construire,2718,18480,29/11/2000,Favorable,,,,,,,,,,,,CA -Pas du Loup,7
Permis de Construire,43,752,29/09/2000,Favorable,,,,,,,,,,,,CE -Les Cévennes,7
Permis de Construire,53,340,28/11/2000,Favorable,1,1,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,75,1616,14/12/2000,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,464,291,28/12/2000,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,1324,31848,22/01/2001,Favorable,,,,,,,,,,,,CA -Croix d'Argent,5
Permis de Construire,9,11600,26/04/2001,Favorable,,,,,,,,,,,,CA -Lemasson,1
Permis de Construire,106,545,04/04/2001,Favorable,1,,,,1,,,,,,,PA -Aiguerelles,4
Permis de Construire,11,333,04/04/2001,Favorable,,,,,,,,,,,,MC -Figuerolles,7
Permis de Construire,145,509,29/05/2001,Favorable,1,,,,,1,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,37,19331,27/08/2001,Favorable,,,,,,,,,,,,MC -Gares,4
Permis de Construire,267,37521,18/07/2001,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,212,1744,09/04/2001,Favorable,1,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,104,229,17/05/2001,Favorable,1,,,,,1,,,,,,PA -Aiguerelles,5
Permis de Construire,1326,1600,20/04/2001,Favorable,11,,,,,,1,3,5,0,2,MC -Boutonnet,2
Permis de Construire,60,10207,03/08/2001,Favorable,,,,,,,,,,,,PM -Pompignane,4
Permis de Construire,160,883,23/07/2002,Favorable,1,,,,,1,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,0,434,27/09/2001,Favorable,,,,,,,,,,,,MC -Gares,4
Permis de Construire,418,8334,31/10/2001,Favorable,,,,,,,,,,,,PA -Prés Arènes,5
Permis de Construire,16049,19967,10/12/2001,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,23,4313,27/02/2002,Favorable,,,,,,,,,,,,MC -Antigone,4
Permis de Construire,4344,10826,19/11/2001,Favorable,154,,,,,,143,11,0,0,0,MO -La Paillade,9
Permis de Construire,439,1000,25/02/2002,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,1264,18181,29/01/2002,Favorable,,,,,,,,,,,,MC -Boutonnet,2
Permis de Construire,2067,41896,09/10/2001,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,0,335,06/02/2002,Favorable,,,,,,,,,,,,PM -Pompignane,4
Permis de Construire,378,4014,18/12/2002,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,28,1145,23/01/2002,Favorable,,,,,,,,,,,,CA -Estanove,8
Permis de Construire,186,187,25/02/2002,Favorable,3,,,,,,0,1,0,2,0,MC -Boutonnet,2
Permis de Construire,199,648,16/05/2002,Favorable,1,,,,,1,,,,,,HF -Aiguelongue,3
Permis de Construire,0,816,29/01/2002,Favorable,,,,,,,,,,,,CE -La Martelle,8
Permis de Construire,156,300,23/01/2002,Favorable,1,,,,,,,,,,,CE -La Martelle,8
Permis de Construire,27,1007,22/01/2002,Favorable,,,,,,,,,,,,CE -La Chamberte,8
Permis de Construire,4909,2195,12/07/2002,Favorable,52,,,,,,0,21,12,19,0,MC -Boutonnet,2
Permis de Construire,6209,2871,12/07/2002,Favorable,86,,,,,,0,48,12,26,0,MC -Boutonnet,2
Permis de Construire,690,491,12/07/2002,Favorable,12,,,,,,0,12,0,0,0,MC -Boutonnet,2
Permis de Construire,2250,4500,17/04/2002,Favorable,,,,,,,,,,,,PA -Prés Arènes,6
Permis de Construire,304,6735,04/06/2002,Favorable,,,,,,,,,,,,PA -Prés Arènes,5
Permis de Construire,25,560,11/10/2002,Favorable,,,,,,,,,,,,MC -Comédie,1
Permis de Construire,5,11434,06/06/2002,Favorable,,,,,,,,,,,,CE -La Martelle,8
Permis de Construire,502,11434,06/06/2002,Favorable,,,,,,,,,,,,CE -La Martelle,8
Permis de Construire,149,10520,02/08/2002,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,43,340,11/06/2002,Favorable,,,,,,,,,,,,CE -La Martelle,10
Permis de Construire,166,1377,09/07/2002,Favorable,1,,,,,1,,,,,,CA -Croix d'Argent,6
Permis de Construire,25,4762,11/06/2002,Favorable,,,,,,,,,,,,MO -Hauts de Massane,9
Permis de Construire,176,510,03/07/2002,Favorable,1,,,,,,,,,,,CE -La Martelle,8
Permis de Construire,6310,4844,14/08/2002,Favorable,80,,,,,,0,19,14,47,0,PA -Prés Arènes,5
Permis de Construire,24,359,23/08/2002,Favorable,,,,,,,,,,,,CA -Lemasson,6
Permis de Construire,1026,2052,02/10/2002,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,2749,7718,25/11/2002,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,45,45300,15/11/2002,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,52,555,07/08/2002,Favorable,,,,,,,,,,,,PA -Aiguerelles,5
Permis de Construire,0,167,11/10/2002,Favorable,1,,1,,,,,,,,,CA -Lemasson,6
Permis de Construire,540,257,23/10/2002,Favorable,7,,,,,,0,0,1,6,0,MC -Centre Historique,10
Permis de Construire,103,1050,13/01/2003,Favorable,,,,,,,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,0,232,09/01/2003,Favorable,1,,,,,,,,,,,MC -Les Aubes,4
Permis de Construire,3523,3156,29/01/2003,Favorable,51,,,,,,0,21,10,20,0,HF -Hopitaux Facultés,10
Permis de Construire,29,752,16/01/2003,Favorable,,,,,,,,,,,,CE -Les Cévennes,7
Permis de Construire,33,373,13/02/2003,Favorable,,,,,,,,,,,,CE -Alco,10
Permis de Construire,151,510,21/03/2003,Favorable,1,,,,,1,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,0,1677,30/12/2002,Favorable,,,,,,,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,326,49240,08/04/2003,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,4725,14548,25/03/2003,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,0,123,25/03/2003,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,199,805,30/01/2003,Favorable,1,,,,,,,,,,,MC -Les Aubes,4
Permis de Construire,0,66581,16/07/2003,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,1678,6119,23/04/2003,Favorable,12,0,0,0,0,6,,,,,,PM -Port Marianne,4
Permis de Construire,108,15099,04/04/2003,Favorable,,,,,,,,,,,,MO -Hauts de Massane,9
Permis de Construire,0,900,17/07/2003,Favorable,,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,25,385,17/07/2003,Favorable,7,,,,,,6,1,0,0,0,MC -Boutonnet,2
Permis de Construire,0,306,05/06/2003,Favorable,2,1,1,0,0,0,,,,,,MC -Gambetta,1
Permis de Construire,156,5981,30/06/2003,Favorable,,,,,,,,,,,,PA -Aiguerelles,5
Permis de Construire,5327,4091,15/10/2003,Favorable,150,,,,,,107,42,0,1,0,HF -Hopitaux Facultés,2
Permis de Construire,0,763,10/07/2003,Favorable,,,,,,,,,,,,MC -Les Aubes,4
Permis de Construire,179,962,22/07/2003,Favorable,1,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,70,407,10/07/2003,Favorable,,,,,,,,,,,,MC -Les Aubes,4
Permis de Construire,28,235,30/07/2003,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,0,154,30/07/2003,Favorable,,,,,,,,,,,,MC -Comédie,1
Permis de Construire,7219,7029,31/07/2003,Favorable,81,,,,,,0,34,12,27,8,HF -Aiguelongue,3
Permis de Construire,0,2889,09/10/2003,Favorable,,,,,,,,,,,,MC -Comédie,3
Permis de Construire,2581,5554,27/02/2004,Favorable,27,0,0,0,12,15,,,,,,PM -Port Marianne,4
Permis de Construire,16,473,17/12/2003,Favorable,,,,,,,,,,,,PA -Saint Martin,5
Permis de Construire,687,593,30/12/2003,Favorable,8,,,,,,0,0,0,6,2,MO -Celleneuve,10
Permis de Construire,0,91030,02/03/2004,Favorable,,,,,,,,,,,,MC -Antigone,3
Permis de Construire,147,930,17/12/2003,Favorable,1,,,,,1,,,,,,MO -Hauts de Massane,9
Permis de Construire,128,471,24/12/2003,Favorable,1,,,,1,,,,,,,HF -Aiguelongue,3
Permis de Construire,0,162,03/02/2004,Favorable,1,,1,,,,,,,,,MC -Gambetta,1
Permis de Construire,92,3421,29/06/2004,Favorable,,,,,,,,,,,,MC -Gambetta,1
Permis de Construire,0,4972,15/06/2004,Favorable,,,,,,,,,,,,CE -Alco,10
Permis de Construire,0,667,03/05/2004,Favorable,,,,,,,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,299,2003,11/05/2004,Favorable,2,0,0,0,1,1,,,,,,PM -Millénaire,4
Permis de Construire,24,351,06/05/2004,Favorable,,,,,,,,,,,,MC -Boutonnet,2
Permis de Construire,20,296,03/05/2004,Favorable,,,,,,,,,,,,CE -La Martelle,10
Permis de Construire,0,77868,09/08/2004,Favorable,,,,,,,,,,,,MC -Boutonnet,10
Permis de Construire,165,13278,23/09/2004,Favorable,,,,,,,,,,,,PA -Saint Martin,5
Permis de Construire,35,135,03/12/2004,Favorable,,,,,,,,,,,,MC -Gares,4
Permis de Construire,195,55121,14/12/2004,Favorable,,,,,,,,,,,,CE -Alco,7
Permis de Construire,291,249,31/03/2005,Favorable,9,,,,,,1,8,0,0,0,MC -Gambetta,1
Permis de Construire,119,4242,30/12/2004,Favorable,,,,,,,,,,,,MO -Celleneuve,10
Permis de Construire,193,931,17/01/2005,Favorable,,,,,,,,,,,,CA -Estanove,7
Permis de Construire,123,494,11/02/2005,Favorable,1,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,0,443,08/03/2005,Favorable,1,,,,,,,,,,,MC -Boutonnet,10
Permis de Construire,0,1287,12/07/2005,Favorable,,,,,,,,,,,,MC -Centre Historique,1
Permis de Construire,1535,5121,03/06/2005,Favorable,12,0,0,0,1,11,,,,,,CE -La Martelle,10
Permis de Construire,23,666,16/06/2005,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,592,740,23/06/2005,Favorable,7,,,,,,0,0,6,1,0,MO -Hauts de Massane,9
Permis de Construire,364,383,27/06/2005,Favorable,3,,,,,,0,1,2,0,0,CA -Pas du Loup,8
Permis de Construire,521,18242,07/09/2005,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,5711,7000,06/10/2005,Favorable,98,,,,,,19,53,1,25,0,CA -Croix d'Argent,6
Permis de Construire,0,1034,22/11/2005,Favorable,,,,,,,,,,,,MC -Comédie,1
Permis de Construire,195,1000,05/09/2005,Favorable,1,,,,,1,,,,,,CA -Pas du Loup,7
Permis de Construire,33,1600,11/08/2005,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,2521,5049,08/12/2005,Favorable,22,0,0,0,0,16,,,,,,CA -Estanove,8
Permis de Construire,15,260,07/09/2005,Favorable,,,,,,,,,,,,MO -Celleneuve,9
Permis de Construire,59,553,11/05/2006,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,73,1972,17/03/2006,Favorable,,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,5000,3134,17/03/2006,Favorable,,,,,,,,,,,,CA -Estanove,7
Permis de Construire,154,451,09/05/2006,Favorable,1,,,,,1,,,,,,PM -Port Marianne,4
Permis de Construire,140,463,07/04/2006,Favorable,1,,,,1,,,,,,,HF -Aiguelongue,3
Permis de Construire,499,1000,27/04/2006,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,512,294273,20/10/2006,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,438,601,29/06/2006,Favorable,,,,,,,,,,,,MC -Centre Historique,1
Permis de Construire,139,1652,04/08/2006,Favorable,1,,,,,1,,,,,,CA -Croix d'Argent,6
Permis de Construire,6424,4483,13/09/2006,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,763,3057,23/06/2006,Favorable,6,0,0,0,6,0,,,,,,HF -Aiguelongue,3
Permis de Construire,128,8722,26/07/2006,Favorable,,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,65,1111,20/04/2006,Favorable,,,,,,,,,,,,CE -La Chamberte,8
Permis de Construire,97,496,22/05/2006,Favorable,,,,,,,,,,,,PA -Aiguerelles,5
Permis de Construire,87,1042,15/06/2006,Favorable,,,,,,,,,,,,MC -Gares,1
Permis de Construire,4375,7530,04/09/2006,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,0,1626,13/07/2006,Favorable,5,,,,,,1,4,0,0,0,MO -Celleneuve,10
Permis de Construire,27,638,29/06/2006,Favorable,,,,,,,,,,,,CE -Les Cévennes,7
Permis de Construire,1583,1600,19/07/2006,Favorable,,,,,,,,,,,,CA -Estanove,7
Permis de Construire,6,95,30/10/2006,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,0,38,06/11/2006,Favorable,1,1,,,,,,,,,,MC -Centre Historique,1
Permis de Construire,175,511,17/04/2007,Favorable,1,,,,,1,,,,,,PA -Aiguerelles,5
Permis de Construire,173,352,20/10/2006,Favorable,1,,,,,,,,,,,PA -Aiguerelles,5
Permis de Construire,362,504,27/11/2006,Favorable,7,,,,,,1,6,0,0,0,MO -Celleneuve,10
Permis de Construire,44,380,04/10/2006,Favorable,,,,,,,,,,,,CA -Estanove,8
Permis de Construire,39,588,20/10/2006,Favorable,,,,,,,,,,,,CE -Les Cévennes,7
Permis de Construire,39,437,27/11/2006,Favorable,,,,,,,,,,,,MC -Boutonnet,10
Permis de Construire,17,245,09/11/2006,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,2597,2364,05/02/2007,Favorable,34,,,,,,0,4,6,24,0,CA -Pas du Loup,8
Permis de Construire,2234,652,05/02/2007,Favorable,28,,,,,,0,6,5,17,0,CA -Pas du Loup,7
Permis de Construire,31,25504,04/12/2006,Favorable,,,,,,,,,,,,PM -Grammont,4
Permis de Construire,36,506,15/12/2006,Favorable,,,,,,,,,,,,CE -La Chamberte,8
Permis de Construire,0,14146,26/01/2007,Favorable,,,,,,,,,,,,PA -Prés Arènes,5
Permis de Construire,383,313749,22/01/2007,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,3452,25966,05/02/2007,Favorable,2,,,,,,0,0,1,0,0,MC -Les Beaux Arts,3
Permis de Construire,859,2800,19/07/2007,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,0,15690,29/04/2008,Favorable,8,,,,,,2,6,0,0,0,CE -Alco,10
Permis de Construire,127,147,13/01/2000,Favorable,1,,,,,1,,,,,,MO -Hauts de Massane,9
Permis de Construire,50,317,24/01/2000,Favorable,2,,,,,,1,0,0,0,0,MC -Gambetta,1
Permis de Construire,120,1,08/03/2000,Favorable,,,,,,,,,,,,MC -Comédie,1
Permis de Construire,343,55478,20/03/2000,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,928,7350,29/06/2000,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,389,993,29/07/2010,Favorable,5,,,4,1,,,,,,,PM -Pompignane,4
Permis de Construire,"1718,51",1788,05/06/2008,Favorable,46,,,,,,34,8,2,2,,CE -Alco,7
Permis de Construire,35,345,05/05/2008,Favorable,1,,,,,1,,,,,,PA -Aiguerelles,4
Permis de Construire,36,452,11/06/2008,Favorable,,,,,,,,,,,,CE -Les Cévennes,7
Permis de Construire,25,340,19/08/2008,Favorable,,,,,,,,,,,,CE -Alco,10
Permis de Construire,591,3219,19/08/2008,Favorable,62,59,3,,,,,,,,,MC -Centre Historique,1
Permis de Construire,"84,27",834,26/06/2008,Favorable,1,,,1,,,,,,,,MO -Celleneuve,9
Permis de Construire,188,3570,03/06/2008,Favorable,1,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,85,348,02/07/2008,Favorable,,,,,,,,,,,,MC -Boutonnet,3
Permis de Construire,272,2934,28/07/2008,Favorable,1,,,,,1,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,0,357,26/12/2008,Favorable,,,,,,,,,,,,PA -Saint Martin,5
Permis de Construire,"58,05",2295,02/10/2008,Favorable,1,,,1,,,,,,,,PM -Port Marianne,4
Permis de Construire,,689,11/07/2008,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,"318,88",744,30/07/2008,Favorable,9,2,4,2,1,,,,,,,CE -Alco,7
Permis de Construire,144,2969,12/03/2010,Favorable,2,1,1,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,"67,05",437,31/10/2008,Favorable,,,,,,,,,,,,PA -Aiguerelles,5
Permis de Construire,56,43071,03/02/2009,Favorable,,,,,,,,,,,,MO -Celleneuve,9
Permis de Construire,"44,1",11597,15/01/2009,Favorable,,,,,,,,,,,,MC -Les Arceaux,7
Permis de Construire,2094,0,08/07/2009,Favorable,,,,,,,,,,,,,
Permis de Construire,3525,7226,30/10/2009,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,499,15639,10/11/2009,Favorable,,,,,,,,,,,,CA -Estanove,8
Permis de Construire,"186,5",278,22/06/2009,Favorable,3,,,,,,,3,,,,PA -Aiguerelles,4
Permis de Construire,,40292,08/06/2009,Favorable,,,,,,,,,,,,CE -Les Cévennes,8
Permis de Construire,,156,17/08/2009,Favorable,,,,,,,,,,,,MC -Gambetta,1
Permis de Construire,3609,7744,09/11/2009,Favorable,38,,,,,,,16,,22,,PM -Pompignane,4
Permis de Construire,176,2135,24/11/2009,Favorable,0,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,28,9709,04/12/2009,Favorable,,,,,,,,,,,,MO -Hauts de Massane,9
Permis de Construire,326,3253,12/03/2010,Favorable,,,,,,,,,,,,CE -La Martelle,10
Permis de Construire,309,34252,26/04/2010,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,0,585,08/02/2010,Favorable,,,,,,,,,,,,CE -La Chamberte,8
Permis de Construire,"42,63",85,22/01/2010,Favorable,,,,,,,,,,,,MC -Figuerolles,7
