NomAsso,Tel_Asso,Fax_Asso,Mail_Asso,INTERNET,Domaine,Sous-Domaine,Sigle,Adresse,Code_Quartier,Code_Sous_Quartier,Circonscription,Canton,Code_Postal,Longitude,Latitude
Objectifs Animations Sud,04 67 58 71 98,04 67 92 07 33,objectifs.48@wanadoo.fr,,EDUCATION,DIVERS EDUCATION,OA SUD,39  BOULEVARD DES ARCEAUX,07,25,2,07,34000,"3,863459877","43,611568471"
Observatoire des Usages de l'Internet - OUI,09.74.53.12.21,,MICHEL.ELIE@WANADOO.FR,http://oui.net,INTERNATIONAL,SOLIDARITE INTERNATIONALE,OUI,27  BOULEVARD LOUIS BLANC,07,24,3,03,34000,"3,880265529","43,614485642"
Observatoire International des Systèmes Alternatifs,,,oisa@mundosposibles.org,http://www.mundosposibles.org,ENVIRONNEMENT ET CADRE DE VIE,DIVERS ENVIRONNEMENT,OISA,6  RUE FAUBOURG SAINT JAUMES,07,26,2,10,34000,"3,87033563","43,614225827"
Observatoire Régional de la Santé Languedoc-Roussillon,04 67 52 64 17,04 67 52 02 74,contact@ors-lr.org,http://www.ors-lr.org,SANTE,DIVERS SANTE,ORS,209  AVENUE DES APOTHICAIRES,01,02,2,10,34090,"3,840750369","43,644010945"
Observatoire Sanitaire et Social des Activités Festives,,,mpresotto@hotmail.com,http://www.ossaf.asso.free.fr,SANTE,ALCOOLISME ET TOXICOMANIE,OSSAF,8  RUE DES HERONS,06,20,1,04,34000,"3,902807288","43,614887519"
Oc per Tot,,,cantournet@marcel.org,,CULTURE,OCCITAN,,274  RUE GEORGES BRASSENS,04,14,1,06,34070,"3,864273219","43,594254113"
Oc per Tot,,,cantournet@marcel.org,,CULTURE,OCCITAN,,274  RUE GEORGES BRASSENS,04,14,1,06,34070,"3,864225824","43,594279389"
Oc per Tot,,,cantournet@marcel.org,,CULTURE,OCCITAN,,274  RUE GEORGES BRASSENS,04,14,1,06,34070,"3,864388481","43,59418561"
Oc per Tot,,,cantournet@marcel.org,,CULTURE,OCCITAN,,274  RUE GEORGES BRASSENS,04,14,1,06,34070,"3,86432589","43,594221539"
Occitanie Pétanque,,04 67 27 67 09,EVELYNE.CARUHEL@ORANGE.FR,,SPORTS,PETANQUE,,122  AVENUE MAURICE PLANES,04,13,4,08,34070,"3,844042462","43,596847308"
Octopus Expression,,,,,CULTURE,THEATRE,,11  RUE MONGE,04,12,1,06,34070,"3,874241366","43,594678981"
Odyssée Danse,04 67 72 01 89,,nicolasdanse@free.fr,,CULTURE,DANSE,,1250  AVENUE DE SAINT MAUR,07,18,1,04,34000,"3,894658837","43,620609772"
Odysseelle Evenements,04 99 64 58 43,,contact@odyselle.com,,LOISIRS,ANIMATIONS,,104  ALLEE ULYSSE,,,,,,,
Office de Tourisme de Montpellier,04 67 60 60 60,04 67 60 60 61,contact@ot-montpellier.fr,http://www.ot-montpellier.fr,PARTENAIRES VILLE,PARTENAIRES VILLE,OTM,30  ALL DE LATTRE DE TASSIGNY,07,27,3,03,34000,"3,881305216","43,609544337"
Office Français des Loisirs,,,jean.morlot@modulonet.fr,,LOISIRS,RANDONNEES,OFL,1  RUE DE COIMBRE,03,08,2,10,34000,"3,858559997","43,614192018"
Office Français des Loisirs,,,jean.morlot@modulonet.fr,,LOISIRS,RANDONNEES,OFL,1  RUE DE COIMBRE,03,08,2,10,34000,"3,858648785","43,614336773"
Office Technique d'Etude et de Coopération Internationales,04 67 47 98 32,04 67 47 98 32,languedocroussillon@oteci.asso.fr,http://www.oteci.asso.fr,ENTREPRISE ET TRAVAIL,AIDE A LA GESTION,OTECI,0  ESPACE CCI ENTREPRISES,,,,,,,
Offre-Joie,,,,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,,49  RUE DE L'AIGUILLERIE,07,26,1,01,34000,"3,879116218","43,612170584"
OH Les Filles,04 67 83 15 43,,ohlesfilles@bbox.fr,,SPORTS,DIVERS SPORTS,,81  RUE GUILLAUME JANVIER,04,14,1,06,34070,"3,866996558","43,595500765"
Old School Sport Club,04 67 65 23 20,,,,SPORTS,FOOTBALL,,89  PLACE LOUIS ET MARIE TREGARO,06,22,1,04,34000,"3,894933738","43,602998837"
On Passe a l'Acte,,,info@onpassealacte.fr,www.onpassealacte.fr,COMMUNICATION ET MEDIAS,COMMUNICATION ET MEDIAS,OPA,119  AVENUE DU VERT-BOIS,01,02,2,02,34090,"3,868649577","43,63649585"
Opéra National et Orchestre National de Montpellier,04 67 60 19 99,04 67 60 19 90,,http://www.orchestre-montpellier.com,CULTURE,MUSIQUE,,11  BOULEVARD VICTOR HUGO,07,27,1,01,34000,"3,8789304","43,607712431"
Opérés du Coeur et Malades Cardiaques,04 66 53 91 43,,afdoc.l-r@orange.fr,,SANTE,AIDE AUX MALADES,AFDOC,603  AVENUE DU PONT TRINQUAT,05,16,1,05,34070,"3,891046662","43,598234944"
OPIFAC,04 67 41 26 40,,,,VIE DES QUARTIERS,ASSO ET COMITES DE QUARTIER,OPIFAC,41  RUE DE LA CHENAIE,01,02,2,02,34090,"3,872758314","43,634960137"
Oranie 83,04 67 47 03 69,,,,RAPATRIES,RAPATRIES,,31  RUE EMILE CHARTIER (ALAIN),04,12,1,06,34070,"3,869777877","43,595419502"
Orchestre Alternatif,04 67 75 30 62,,orchalter@yahoo.fr,,CULTURE,MUSIQUE,,59  RUE CALVIN,03,07,2,07,34080,"3,845140583","43,619027973"
Orchestre Batterie Fanfare Etoile Bleue Montpelliéraine,04 67 47 42 42,04 67 78 92 33,jeanluc.messeguer@voila.fr,http://etoilebleue.34.ifrance.com,CULTURE,MUSIQUE,,3024  AVENUE ALBERT EINSTEIN,06,20,1,04,34000,"3,933653078","43,612253873"
Orchestre Batterie Fanfare Etoile Bleue Montpelliéraine,04 67 47 42 42,04 67 78 92 33,jeanluc.messeguer@voila.fr,http://etoilebleue.34.ifrance.com,CULTURE,MUSIQUE,,3024  AVENUE ALBERT EINSTEIN,06,20,1,04,34000,"3,933793202","43,612254567"
Orchestre de Chambre Pierre Laurent Saurel,04 67 54 13 67,,,,CULTURE,MUSIQUE,,5  RUE DE L'ABBE DE L'EPEE,07,23,2,02,34090,"3,873087699","43,621134807"
Orchestre d'Harmonie de Montpellier-Jacou,04 67 52 33 45,,eric.julien@cnrs.fr,http://www.ohmj2.free.fr/ohmj,CULTURE,MUSIQUE,OHMJ,134  RUE DU CURAT,07,24,3,03,34090,"3,878690903","43,624963448"
Orchestre symphonique d'Oc Orchestra,04 99 91 00 05,,doc-orchestra@wanadoo.fr,http://www.doc-orchestra.asso.fr,CULTURE,MUSIQUE,D'OCORCHES,311  IMPASSE LOUIS ARMSTRONG,03,09,2,10,34070,"3,83449205","43,605112939"
Orchestre Symphonique Universitaire de Montpellier,04 67 14 34 49,04 67 14 32 99,orchestr@univ-montp2.fr,http://www.eium.org,CULTURE,MUSIQUE,OSUM,2  PLACE EUGENE BATAILLON,01,02,2,02,34090,"3,860320298","43,631746981"
Ordre de Malte - France,,,lav2belaire@orange.fr,,SOCIAL ET CITOYENNETE,SOLIDARITE,,12  RUE DE LA MERCI,07,26,2,10,34000,"3,870676389","43,609404345"
Ordre Universel des Chevaliers du Cep,04 67 63 43 39,04 67 63 43 39,a.causseadam@aliceadsl.fr,http://www.chevaliers-du-cep.com,AGRICULTURE ET VITICULTURE,AGRICULTURE ET VITICULTURE,,0,,,,,,,
Oreille Omnibus,04 67 72 90 84,,oreille.omnibus@free.fr,,CULTURE,MUSIQUE,,8  PLACE DES BEAUX ARTS,07,24,3,03,34000,"3,881475038","43,615903158"
Organisation Européenne des Théâtres Lyriques,04 67 60 19 99,,,,INTERNATIONAL,CULTURE ETRANGERE,AETL,11  BOULEVARD VICTOR HUGO,07,27,1,01,34000,"3,8789304","43,607712431"
Organisation Montpellier Amateurs de Télécommande Guillaumet,04 67 27 31 46,,omat34@free.fr,www.omat.aeromodelisme.free.fr,LOISIRS,MODELISME,OMAT,70  RUE GIACOMO PUCCINI,04,11,4,08,34070,"3,853280364","43,595273508"
Otsuka Wado-Ryu,04 67 04 18 31,,contact@otsukawado-ryu.com,http://www.otsukawado-ryu.com,SPORTS,ARTS MARTIAUX,,14  RUE DES EGLANTIERS,03,10,4,08,34070,"3,845223831","43,60768888"
Our Trip Is Your Trip,,,our-trip-is-your-trip@hotmail.fr,www.our-trip-is-your-trip.com,INTERNATIONAL,SOLIDARITE INTERNATIONALE,,479  RUE JACQUES-LOUIS DAVID,04,14,1,06,34070,"3,857572529","43,58629046"
Ouste Anastasie,,,ousteanastasie@gmail.com,,CULTURE,ARTS PLASTIQUES,,826  AV PROF EMILE JEANBRAU,01,02,2,02,34090,"3,860180174","43,637054847"
Ouvre-Tête,04 67 14 41 39,,ouvretete34@gmail.com,http://www.ouvre-tete.fr,ENVIRONNEMENT ET CADRE DE VIE,ECOLOGIE,,0  PLACE EUGENE BATAILLON,,,,,,,
Ovalie XVI Montpellier,,,,,SPORTS,RUGBY,,135  RUE ROBESPIERRE,04,13,4,08,34070,"3,846222116","43,599825734"
Oxfam France,,,groupelocalmontpellier@oxfamfrance.org,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,,25  PLACE MAGELLAN,03,07,2,07,34080,"3,841201463","43,62339632"
Oxygène,,,assoxygene@neuf.fr,htpp://www.sportpourtous.org,SPORTS,DIVERS SPORTS,,68  AVENUE CHARLES FLAHAULT,01,02,2,02,34090,"3,858569514","43,627624066"
Oyfn Veg,,,jeangol@free.fr,,LOISIRS,DIVERS LOISIRS,OYFN VEG,70  ALLEE GIORGIO DE CHIRICO,01,03,3,03,34090,"3,883140679","43,63009929"
Paillade Mosson Coulée Verte,04 67 75 81 56,,apmcv@club-internet.fr,,ENVIRONNEMENT ET CADRE DE VIE,DIVERS ENVIRONNEMENT,MCV,164  AVENUE DE BARCELONE,02,05,2,09,34080,"3,817530031","43,622136975"
Pain de l'Espoir,,,pain-espoir@aliceadsl.fr,http://pain-espoir.chez-alice.fr,SOCIAL ET CITOYENNETE,SOLIDARITE,,220  RUE DU MAS DE PORTALY,05,17,1,05,34070,"3,883097318","43,582706573"
Paloma,04 30 10 90 51,,palomainit@hotmail.fr,,SOCIAL ET CITOYENNETE,ENFANCE ET JEUNESSE,,2  RUE CHARLES DIDION,07,31,1,04,34000,"3,878736082","43,601519019"
Pandora,,,,,CULTURE,DIVERS CULTURE,,12  RUE DE LA SALLE-L'EVEQUE,07,24,1,01,34000,"3,880165482","43,612922594"
Panoplie,04 67 64 64 21,,,,CULTURE,DIVERS CULTURE,,5  RUE BAYARD,07,31,1,04,34000,"3,884722476","43,606716334"
Papa Mon Heros,,,papamonheros@yahoo.fr,,SOCIAL ET CITOYENNETE,VIE FAMILIALE,PMH,80  PLACE ERNEST GRANIER,,,,,,,
Pape Fan Club,04 67 92 14 52,,,,LOISIRS,COLLECTIONS,PFC,11  RUE DU GRAND SAINT JEAN,07,31,1,01,34000,"3,876246757","43,605005902"
Papot Croix,,,papotcroix34@gmail.com,,CULTURE,ARTISANAT ART,,19  RUE PIERRE D'AUVERGNE,02,04,2,09,34080,"3,818349478","43,635098466"
ParatgeCom Asso,,,contact@paratgecom.com,http://www.paratgecom.com,COMMUNICATION ET MEDIAS,COMMUNICATION ET MEDIAS,,51  RUE DES ILES TONGA,,,,,,,
Parcours,09 79 04 17 52,,assparcours@yahoo.fr,http://asparcours.fr,EDUCATION,DIVERS EDUCATION,,13  RUE DU LIERRE,07,25,2,10,34000,"3,861698736","43,613772182"
Parcours Simples,,,,,SOCIAL ET CITOYENNETE,DIVERS SOCIAL,,47  PLACE DU MILLENAIRE,07,28,3,03,34000,"3,890286551","43,608227545"
Parents - Enfants - Médiation,04 67 60 89 70,,pem.mediation@wanadoo.fr,http://www.mediation-familiale.com,SOCIAL ET CITOYENNETE,ENFANCE ET JEUNESSE,PEM,1  RUE EMBOUQUE D'OR,07,27,1,01,34000,"3,87860316","43,610561982"
Parents d'Elèves du Conservatoire,04 67 52 35 07,,apeconservatoire@free.fr,,CULTURE,MUSIQUE,APEC,3 BIS RUE DE CANDOLLE,07,26,1,01,34000,"3,874813234","43,613012737"
Parents d'Elèves Ecole Sainte Odile,04 67 72 86 86,,,,EDUCATION,PARENTS D'ELEVES,APEL,80  RUE DU PRE AUX CLERCS,07,23,3,03,34090,"3,873502908","43,623303559"
Paroles Vivantes,08 71 42 01 49,,paroles.vivantes@wanadoo.fr,,CULTURE,LECTURE,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866526204","43,605511102"
Paroles Vivantes,08 71 42 01 49,,paroles.vivantes@wanadoo.fr,,CULTURE,LECTURE,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866430972","43,605449808"
Paroles Vivantes,08 71 42 01 49,,paroles.vivantes@wanadoo.fr,,CULTURE,LECTURE,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866325488","43,605381583"
Parrainages et Développement,04 67 59 74 08,,cortot.jacques@wanadoo.fr,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,,80  AVENUE D'ASSAS,,,,,,,
Partage Hérault,04 67 47 10 28,,ginette.haffreingue@orange.fr,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,,405  RUE PHILIPPE CASTAN,01,03,3,03,34090,"3,884247282","43,627320594"
Pas de Lèse-Art Spectacles,04 67 57 81 16,04 67 57 81 16,pas.de.lese.art@wanadoo.fr,www.pasdeleseart.com,CULTURE,THEATRE,,85  RUE SAVORGNAN DE BRAZZA,04,12,1,06,34070,"3,867038002","43,591777707"
Passe Pierres,04 67 40 11 10,,,,SOCIAL ET CITOYENNETE,SOLIDARITE,,14  RUE DES SUREAUX,,,,,,,
Passeport pour le Bien-être,04 67 61 11 72,,clohe50@yahoo.fr,http://www.sophro-bienetre.com,SANTE,THERAPIES,,36  RUE BUFFON,03,08,2,07,34070,"3,853786436","43,615248857"
PASSERELLES-INSERTION,04 67 92 42 00,.,ateliers@passerelles34.fr,,ENTREPRISE ET TRAVAIL,FORMATION PROF. ET CONTINUE,,26  RUE ENCLOS FERMAUD,07,30,1,01,34000,"3,873633627","43,601822876"
Passeurs d'Images,04 67 52 33 82,,,,SOCIAL ET CITOYENNETE,TROISIEME AGE,,1  RUE DU PERE CYPRIEN ROME,03,10,4,08,34070,"3,849674121","43,602289684"
Passion De Scene,,,,,CULTURE,ART CONTEMPORAIN,,145  RUE GUILLAUME JANVIER,04,14,1,06,34070,"3,865847744","43,595959929"
Patch et Tchatche,,,JP-leclere39@orange.fr,,CULTURE,DIVERS CULTURE,,103  RUE DES JARDINS OMEYADES,01,02,2,10,34080,"3,83520423","43,631652065"
Patchenco,,,zmpatchenco34@gmail.com,,CULTURE,ARTISANAT ART,,18  RUE DU PILA SAINT GELY,07,24,1,01,34000,"3,880116269","43,613590363"
Patrimoine et Architecture,04 67 69 37 27,04 67 63 98 33,nicolas.meric@free.fr,,ENVIRONNEMENT ET CADRE DE VIE,ARCHITECTURE ET URBANISME,APA,9  BD PROF LOUIS VIALLETON,07,26,2,10,34000,"3,87236189","43,610561371"
Patrimôme,,,patrimome@gmail.com,,EDUCATION,DIVERS EDUCATION,,1197  RUE DE BUGAREL,,,,,,,
Pause Goûter,04 67 41 98 21,,,http://pause.gouter.free.fr,EDUCATION,ENFANCE,,2452  AVENUE DU PERE SOULAS,01,02,2,10,34090,"3,843771591","43,629819577"
Pégase,04 67 33 60 27,,,,SANTE,DIVERS SANTE,,371  AV DU DOYEN GASTON GIRAUD,01,02,2,10,34090,"3,850049238","43,633401331"
PEPA Point Ecoute Parents Adolescents SOS Drogue,04 67 60 86 46,,pe.montpellier@groupe-sos.org,http://www.groupe-sos.org,SANTE,ALCOOLISME ET TOXICOMANIE,PEPA,18  RUE TERRAL,07,26,1,01,34000,"3,873243881","43,609701198"
Perles d'Orient,06 14 93 64 87,,habibinou@live.fr,,SPORTS,DANSE,,149  RUE GAY-LUSSAC,01,02,2,10,34090,"3,837675458","43,636461001"
PESAP Santé Le Mouvement,,,pesapslm@gmail.fr,,SANTE,DIVERS SANTE,,700  AVENUE DU PIC SAINT LOUP,01,01,2,02,34090,"3,854947006","43,639903612"
Pétanque Club Montpellier Celleneuve,,,dimegliodidi@wanadoo.fr,www.klubasso.fr,SPORTS,PETANQUE,,66  ROUTE DE LODEVE,02,06,2,09,34080,"3,825452906","43,614994656"
Petit a Petit Compagnie Lutine,,,cielutine@gmail.com,,CULTURE,THEATRE,,191  RUE LOUIS ARAGON,04,14,1,06,34070,"3,864650957","43,593241145"
Petite Valise,,,petite.valise@free.fr,http://petite.valise.free.fr,CULTURE,MUSIQUE,,10  RUE HAGUENOT,07,29,2,07,34070,"3,866389026","43,607855709"
Petits Chanteurs de Montpellier,04 67 70 57 46,04 67 70 57 46,pcmontp@free.fr,,CULTURE,MUSIQUE,,1  PLACE ROMAIN ROLLAND,04,12,1,06,34070,"3,871453764","43,596301694"
Pharfado,04 67 63 12 78,,robbres@free.fr,,SOCIAL ET CITOYENNETE,ENFANCE ET JEUNESSE,,300  ALLEE DE L'AQUEDUC,03,07,2,07,34080,"3,841836621","43,620261391"
Pharmacie Humanitaire Internationale Hérault,04 67 69 19 47,,phi34@hotmail.fr,,SANTE,AIDE AUX MALADES,PHI34,261  CHEMIN DE POUTINGON,04,14,1,06,34070,"3,855803222","43,58542187"
Philovélo,,,philovelo.contactvtt@free.fr,http://philovelo.free.fr,SPORTS,CYCLISME ET CYCLOTOURISME,PHILOVELO,1  RUE DU PLAN DU PARC,07,31,1,01,34000,"3,875972168","43,605848591"
Photo Club Equipement,04 67 52 27 90,,phototype@free.fr,,CULTURE,PHOTO,,105  RUE GUGLIELMO MARCONI,06,20,1,04,34000,"3,910844149","43,610584515"
PhotoSensible,04 99 77 03 08,,SILGOUSSOPOULES@GMAIL.COM,www.collectifphotosensible.com,CULTURE,PHOTO,,25 TER RUE HAGUENOT,07,29,2,07,34070,"3,865737811","43,60820738"
PhotoSensible,04 99 77 03 08,,SILGOUSSOPOULES@GMAIL.COM,www.collectifphotosensible.com,CULTURE,PHOTO,,25 TER RUE HAGUENOT,07,29,2,07,34070,"3,865851602","43,608209434"
PhotoSensible,04 99 77 03 08,,SILGOUSSOPOULES@GMAIL.COM,www.collectifphotosensible.com,CULTURE,PHOTO,,25 TER RUE HAGUENOT,07,29,2,07,34070,"3,866286678","43,608033769"
PHS 34 Plate Forme Humanitaire et de Solidarité,04 67 60 54 10,04 67 75 72 11,phs34@wanadoo.fr,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,PHS 34,261  CHEMIN DE POUTINGON,04,14,1,06,34070,"3,855803222","43,58542187"
Pic et Colegram,04 34 22 84 59,,contact@pic-et-colegram.fr,www.pic-et-colegram.fr,CULTURE,MUSIQUE,,24  RUE DE LA VALFERE,07,26,1,01,34000,"3,87354489","43,60974921"
Pirouette,04 67 81 01 75,,mimakitu@voila.fr,www.myspace.com/pirouettedart,SPORTS,DANSE,,234  CHEMIN DES MAGNANERIES,,,,,,,
Plaisir d'Aquarelle,04 67 27 09 66,,nicoleboulet@yahoo.fr,,CULTURE,PEINTURE,,12  RUE BLAISE PASCAL,04,11,4,08,34070,"3,85388512","43,598332409"
Planète Danses Original Rythmes Dancing,04 67 52 00 15,,phil@planete-danses.com,http://www.planete-danses.com,SPORTS,DANSE,,2126  RUE DE L'AIGUELONGUE,01,03,3,03,34090,"3,891172881","43,640446275"
Planète Vacances,04 67 02 85 18,,planetevacances@free.fr,,LOISIRS,VACANCES,,201  RUE BUFFON,03,08,2,07,34070,"3,851480023","43,615480165"
Pléiades Emploi Service Hérault,04 99 58 39 39,,contact@pleiades-services.com,http://www.pleiades-services.com,SOCIAL ET CITOYENNETE,AIDE A DOMICILE,,3  AVENUE DE SAINT LAZARE,07,24,3,03,34000,"3,885914277","43,617915925"
Pleiades Emploi Services Hérault (ex Pole Emploi),04 99 58 39 39,04 99 58 39 30,contact@pole-emploi-services34.org,http://www.pole-emploi-services34.org,ENTREPRISE ET TRAVAIL,DIVERS ENTREPRISE TRAVAIL,PESH34,3  AVENUE DE SAINT LAZARE,07,24,3,03,34000,"3,885914277","43,617915925"
Plume,,,contact@plume.info,http://www.plume.info,SCIENCES,DIVERS SCIENCES,,4  RUE DRAPERIE SAINT FIRMIN,07,26,1,01,34000,"3,875974283","43,610145069"
Point a Rayures,,,pointarayures@laposte.net,www.audreydumont.artblog.fr,CULTURE,ART CONTEMPORAIN,,7  RUE BRUEYS,07,30,1,01,34000,"3,872918031","43,605031993"
Polyfolies,04 67 04 19 90,,polyfolies.association@neuf.fr,,CULTURE,MUSIQUE,,8  RUE DE LA CONDAMINE,02,06,2,10,34080,"3,829692971","43,613158836"
Pompignane Sport et Culture,,,pompignane-sports-cultures@live.fr,,VIE DES QUARTIERS,DIVERS QUARTIERS,PSC,64  R D'ASTIER DE LA VIGERIE,06,19,1,04,34000,"3,901130434","43,618801202"
POST PARTUM,04 34 50 53 26,,postpartum_collectif@hotmail.com,,CULTURE,DANSE,,5  RUE BAYARD,07,31,1,04,34000,"3,884722476","43,606716334"
Poulets et Puces,,,,,CULTURE,CINEMA AUDIO-VISUEL,,190  ALLEE DU NOUVEAU MONDE,,,,,,,
Pour la Recherche et le Développement de la Danse Hip Hop,,,,,CULTURE,DANSE,,113  RUE DU FAUBOURG BOUTONNET,07,23,2,02,34090,"3,872399776","43,621913873"
Pour le Droit de Mourir dans la Dignité,04 67 87 08 29,,admd34homail.fr,www.admd.net,SANTE,DIVERS SANTE,ADMD,7  RUE CAUZIT,07,27,1,01,34000,"3,877258036","43,609062141"
Pour un Sourire d'Enfant Languedoc,04 67 59 91 41,,colette.roquette@free.fr,htpp://www.pse.asso.fr,INTERNATIONAL,SOLIDARITE INTERNATIONALE,PSE,2  BOULEVARD DU JEU DE PAUME,07,30,1,01,34000,"3,873014298","43,608473031"
Poussetaroue,,,poussetaroue@voila.fr,,SPORTS,CYCLISME ET CYCLOTOURISME,,2  RUE LAFFITE,07,31,1,04,34070,"3,888404055","43,604660571"
Prélude,04 67 45 18 45,,,prelude-montpellier.org,CULTURE,MUSIQUE,,21  RUE JULES GUESDE,02,06,2,10,34080,"3,831256012","43,611445707"
Présence,,,,,CULTURE,THEATRE,,124  RUE CYPRIEN TOUREL,05,16,1,04,34070,"3,88953806","43,601498875"
Présence Verte Services,04 99 74 37 00,04 99 74 37 10,contact@presenceverteservices.fr,http://www.presenceverte.com,SOCIAL ET CITOYENNETE,AIDE A DOMICILE,,44  AVENUE DE SAINT LAZARE,07,24,3,03,34000,"3,888671306","43,623530969"
Primesautier Théâtre,04 67 72 42 18,,primesautier@gmail.com,,CULTURE,THEATRE,,14  RUE DOM VAISSETTE,07,30,1,01,34000,"3,872320688","43,605081442"
Profession Sport 34,04 67 10 14 76,04 67 63 35 46,ps34@voila.fr,http://professionsport34.com,SPORTS,DIVERS SPORTS,PS34,200  AVENUE DU PERE SOULAS,07,23,2,10,34090,"3,865483532","43,618226162"
Professionnels de l'Information et de la Documentation,04 67 22 42 58,,dominique.villebrun@inserm.fr,http://www.adbs.fr,CULTURE,DIVERS CULTURE,ADBS,2  PLACE PIERRE VIALA,03,08,2,10,34000,"3,854769578","43,617143962"
Profil Emploi,04 99 52 63 33,04 99 52 63 32,accueuil@ressource-performance.com,,SOCIAL ET CITOYENNETE,SOLIDARITE,,115  RUE OLOF PALME,05,17,1,05,34070,"3,876108559","43,579466829"
Programmes Internationaux d'Echanges,04 67 58 46 78,,courrier@piefrance.com,http://www.piefrance.com,INTERNATIONAL,SOLIDARITE INTERNATIONALE,PIE,82  ALLEE JULES MILHAU,07,27,1,01,34000,"3,882740189","43,60900498"
Projet Avenir Harkis Français Musulmans,,,rabahavenir@hotmail.fr,,RAPATRIES,RAPATRIES,APAHFM,31  RUE EMILE CHARTIER (ALAIN),04,12,1,06,34070,"3,869777877","43,595419502"
Projet Terre d'Afrique,,,projet.terre.afrique@gmail.com,http://www.projet-terre-afrique.org,INTERNATIONAL,SOLIDARITE INTERNATIONALE,PTA,80  AVENUE DE CASTELNAU,01,03,3,03,34090,"3,888563577","43,625405399"
Promotion Activités Musicales et Culturelles,04 67 42 01 39,,,,CULTURE,MUSIQUE,APAMC,2310  AVENUE DE TOULOUSE,04,13,2,07,34070,"3,850416961","43,585005426"
Promotion Informaticiens IUT Montpellier,04 99 58 51 86,,info@intmontp.univ-montp2.fr,,EDUCATION,ETUDIANTS,APII,99  AVENUE D'OCCITANIE,01,02,2,02,34090,"3,850387118","43,634907442"
Propulsion,04 67 66 63 84,,inbpropulsion@hotmail.fr,http://www.myspace.com/associationpropulsion,CULTURE,DIVERS CULTURE,,1  RUE JOSE MARIA DE HEREDIA,07,29,4,08,34070,"3,856876097","43,606244424"
PROSE Pratique Rédactionnelles et Outils au Service de l'Ecriture,04 67 75 80 99,,prose.ecrivain-public@wanadoo.fr,,CULTURE,LITTERATURE ET POESIE,PROSE,39  COUR PIERRE LE MUET,02,06,2,10,34080,"3,825651125","43,614000524"
Protection de l'Atmosphère et de la Verdure,04 67 58 32 83,,asso.pave@free.fr,http://www.pave.montpellier.free.fr,ENVIRONNEMENT ET CADRE DE VIE,ECOLOGIE,PAVE,25  RUE DOM VAISSETTE,07,30,1,01,34000,"3,873101638","43,604767177"
Protection de l'Enfance et de l'Adolescence,04 67 42 66 44,,,,SOCIAL ET CITOYENNETE,ENFANCE ET JEUNESSE,APEA,59  AVENUE DE FES,01,02,2,10,34080,"3,829826586","43,636162514"
Prowinetour,04 67 45 26 76,,carol.milliez@hotmail.fr,,LOISIRS,DIVERS LOISIRS,,1  COUR BELLE VUE,03,07,2,07,34080,"3,837789245","43,619052193"
Psoas,,,association.psoas@yahoo.fr,,SPORTS,YOGA,,30  RUE LOUIS FIGUIER,07,31,1,04,34000,"3,881817027","43,602556392"
Pulx,06 69 62 15 26,,contact@pulx.org,,CULTURE,DANSE,,6 BIS RUE DE CLARET,07,29,2,07,34070,"3,86264506","43,605333679"
Pulx,06 69 62 15 26,,contact@pulx.org,,CULTURE,DANSE,,6 BIS RUE DE CLARET,07,29,2,07,34070,"3,862571403","43,605454909"
Quartier de l'Ancien Courrier - Associations des Commerçants,04 67 60 81 33,,contact@excalibur34.com,,VIE DES QUARTIERS,COMMERCANTS ET PROFESSIONNELS,,7 BIS RUE DE L'ANCIEN COURRIER,07,26,1,01,34000,"3,876120279","43,609247352"
Quartier de l'Ancien Courrier - Associations des Commerçants,04 67 60 81 33,,contact@excalibur34.com,,VIE DES QUARTIERS,COMMERCANTS ET PROFESSIONNELS,,7 BIS RUE DE L'ANCIEN COURRIER,07,26,1,01,34000,"3,876336867","43,609165786"
Quartier Malbosc Notre Village,04 67 59 67 92,,marin.bernard@free.fr,,VIE DES QUARTIERS,ASSO ET COMITES DE QUARTIER,AQMBSC,140  RUE JEAN-BAPTISTE LAQUINTINIE,01,02,2,10,34080,"3,832610275","43,634657916"
Que Savons-Nous ?,,,quesavonsnous@hotmail.fr,,CULTURE,DIVERS CULTURE,QSN,804  RUE DE BUGAREL,04,11,4,08,34070,"3,852858498","43,592731134"
Racin',,,racin.973@hotmail.com,http://www.assosracin.skyrock.com,INTERNATIONAL,CULTURE ETRANGERE,,10  RUE SAINT CLAUDE,07,30,1,01,34000,"3,872292654","43,605515578"
Racing-Club Lemasson Montpellier,04 34 08 26 86,,jfrpat@aol.com,,SPORTS,FOOTBALL,,3  RUE DE MONTJUICH,04,12,1,06,34070,"3,871183048","43,591468639"
Radiesthésistes et Magnétiseurs de l'Hérault,04 67 59 90 24,04 67 59 90 24,,,SCIENCES,DIVERS SCIENCES,ARMH,1071  AV JUSTICE DE CASTELNAU,01,03,3,03,34090,"3,882651446","43,626155623"
